,State_Name,District_Name,Crop_Year,Season,crop_name,Area,Production,test
177690,Tamil Nadu,ARIYALUR,2009,Kharif     ,Rice,25978.0,80462.0,area
177691,Tamil Nadu,ARIYALUR,2009,Kharif     ,Small millets,404.0,649.0,area
177692,Tamil Nadu,ARIYALUR,2009,Whole Year ,Arhar/Tur,160.0,122.0,area
177693,Tamil Nadu,ARIYALUR,2009,Whole Year ,Bajra,644.0,1082.0,area
177694,Tamil Nadu,ARIYALUR,2009,Whole Year ,Banana,134.0,5761.0,area
177695,Tamil Nadu,ARIYALUR,2009,Whole Year ,Cashewnut,31188.0,9975.0,area
177696,Tamil Nadu,ARIYALUR,2009,Whole Year ,Castor seed,21.0,6.0,area
177697,Tamil Nadu,ARIYALUR,2009,Whole Year ,Coconut ,336.0,5200.0,area
177698,Tamil Nadu,ARIYALUR,2009,Whole Year ,Coriander,338.0,134.0,area
177699,Tamil Nadu,ARIYALUR,2009,Whole Year ,Cotton(lint),4074.0,11033.0,area
177700,Tamil Nadu,ARIYALUR,2009,Whole Year ,Dry chillies,1676.0,608.0,area
177701,Tamil Nadu,ARIYALUR,2009,Whole Year ,Groundnut,13878.0,27002.0,area
177702,Tamil Nadu,ARIYALUR,2009,Whole Year ,Jowar,4959.0,7043.0,area
177703,Tamil Nadu,ARIYALUR,2009,Whole Year ,Maize,9979.0,23891.0,area
177704,Tamil Nadu,ARIYALUR,2009,Whole Year ,Moong(Green Gram),13.0,11.0,area
177705,Tamil Nadu,ARIYALUR,2009,Whole Year ,Onion,47.0,458.0,area
177706,Tamil Nadu,ARIYALUR,2009,Whole Year ,Ragi,47.0,130.0,area
177707,Tamil Nadu,ARIYALUR,2009,Whole Year ,Sesamum,1652.0,452.0,area
177708,Tamil Nadu,ARIYALUR,2009,Whole Year ,Sugarcane,6970.0,809944.0,area
177709,Tamil Nadu,ARIYALUR,2009,Whole Year ,Sunflower,111.0,148.0,area
177710,Tamil Nadu,ARIYALUR,2009,Whole Year ,Sweet potato,2.0,29.0,area
177711,Tamil Nadu,ARIYALUR,2009,Whole Year ,Tapioca,257.0,8858.0,area
177712,Tamil Nadu,ARIYALUR,2009,Whole Year ,Turmeric,21.0,106.0,area
177713,Tamil Nadu,ARIYALUR,2009,Whole Year ,Urad,1046.0,400.0,area
177714,Tamil Nadu,ARIYALUR,2010,Kharif     ,Arhar/Tur,209.0,138.0,area
177715,Tamil Nadu,ARIYALUR,2010,Kharif     ,Castor seed,27.0,7.0,area
177716,Tamil Nadu,ARIYALUR,2010,Kharif     ,Cotton(lint),5684.0,9361.0,area
177717,Tamil Nadu,ARIYALUR,2010,Kharif     ,Groundnut,12058.0,37266.0,area
177718,Tamil Nadu,ARIYALUR,2010,Kharif     ,Maize,9996.0,8630.0,area
177719,Tamil Nadu,ARIYALUR,2010,Kharif     ,Moong(Green Gram),4.0,2.0,area
177720,Tamil Nadu,ARIYALUR,2010,Kharif     ,Ragi,42.0,109.0,area
177721,Tamil Nadu,ARIYALUR,2010,Kharif     ,Rice,25211.0,97869.0,area
177722,Tamil Nadu,ARIYALUR,2010,Kharif     ,Sunflower,202.0,245.0,area
177723,Tamil Nadu,ARIYALUR,2010,Kharif     ,Urad,1526.0,741.0,area
177724,Tamil Nadu,ARIYALUR,2010,Whole Year ,Sugarcane,7500.0,739006.0,area
177725,Tamil Nadu,ARIYALUR,2011,Kharif     ,Bajra,590.0,1499.0,area
177726,Tamil Nadu,ARIYALUR,2011,Kharif     ,Cotton(lint),7661.0,36179.0,area
177727,Tamil Nadu,ARIYALUR,2011,Kharif     ,Groundnut,9999.0,35766.0,area
177728,Tamil Nadu,ARIYALUR,2011,Kharif     ,Jowar,1659.0,2114.0,area
177729,Tamil Nadu,ARIYALUR,2011,Kharif     ,Maize,11778.0,60881.0,area
177730,Tamil Nadu,ARIYALUR,2011,Kharif     ,Ragi,14.0,37.0,area
177731,Tamil Nadu,ARIYALUR,2011,Kharif     ,Rice,24097.0,97257.0,area
177732,Tamil Nadu,ARIYALUR,2011,Rabi       ,Bajra,6.0,18.0,area
177733,Tamil Nadu,ARIYALUR,2011,Rabi       ,Cotton(lint),150.0,413.0,area
177734,Tamil Nadu,ARIYALUR,2011,Rabi       ,Groundnut,3028.0,18093.0,area
177735,Tamil Nadu,ARIYALUR,2011,Rabi       ,Jowar,15.0,22.0,area
177736,Tamil Nadu,ARIYALUR,2011,Rabi       ,Maize,357.0,2374.0,area
177737,Tamil Nadu,ARIYALUR,2011,Rabi       ,Ragi,3.0,9.0,area
177738,Tamil Nadu,ARIYALUR,2011,Whole Year ,Arhar/Tur,192.0,167.0,area
177739,Tamil Nadu,ARIYALUR,2011,Whole Year ,Banana,144.0,6292.0,area
177740,Tamil Nadu,ARIYALUR,2011,Whole Year ,Cashewnut,29930.0,6468.0,area
177741,Tamil Nadu,ARIYALUR,2011,Whole Year ,Castor seed,38.0,8.0,area
177742,Tamil Nadu,ARIYALUR,2011,Whole Year ,Coconut ,323.0,2600000.0,area
177743,Tamil Nadu,ARIYALUR,2011,Whole Year ,Coriander,75.0,35.0,area
177744,Tamil Nadu,ARIYALUR,2011,Whole Year ,Dry chillies,735.0,509.0,area
177745,Tamil Nadu,ARIYALUR,2011,Whole Year ,Moong(Green Gram),6.0,4.0,area
177746,Tamil Nadu,ARIYALUR,2011,Whole Year ,Onion,26.0,329.0,area
177747,Tamil Nadu,ARIYALUR,2011,Whole Year ,Small millets,259.0,705.0,area
177748,Tamil Nadu,ARIYALUR,2011,Whole Year ,Sugarcane,7967.0,880259.0,area
177749,Tamil Nadu,ARIYALUR,2011,Whole Year ,Sunflower,228.0,418.0,area
177750,Tamil Nadu,ARIYALUR,2011,Whole Year ,Tapioca,273.0,10282.0,area
177751,Tamil Nadu,ARIYALUR,2011,Whole Year ,Turmeric,100.0,548.0,area
177752,Tamil Nadu,ARIYALUR,2011,Whole Year ,Urad,1496.0,1163.0,area
177753,Tamil Nadu,ARIYALUR,2012,Kharif     ,Arhar/Tur,99.0,78.0,area
177754,Tamil Nadu,ARIYALUR,2012,Kharif     ,Castor seed,65.0,14.0,area
177755,Tamil Nadu,ARIYALUR,2012,Kharif     ,Cotton(lint),8634.0,15664.0,area
177756,Tamil Nadu,ARIYALUR,2012,Kharif     ,Groundnut,9108.0,23014.0,area
177758,Tamil Nadu,ARIYALUR,2012,Kharif     ,Maize,14743.0,35469.0,area
177759,Tamil Nadu,ARIYALUR,2012,Kharif     ,Moong(Green Gram),2.0,1.0,area
177760,Tamil Nadu,ARIYALUR,2012,Kharif     ,Ragi,8.0,15.0,area
177761,Tamil Nadu,ARIYALUR,2012,Kharif     ,Rice,17523.0,36392.0,area
177762,Tamil Nadu,ARIYALUR,2012,Kharif     ,Sunflower,754.0,922.0,area
177763,Tamil Nadu,ARIYALUR,2012,Kharif     ,Urad,1703.0,924.0,area
177764,Tamil Nadu,ARIYALUR,2012,Whole Year ,Sugarcane,7804.0,707584.0,area
177765,Tamil Nadu,ARIYALUR,2013,Kharif     ,Bajra,777.0,2888.0,area
177766,Tamil Nadu,ARIYALUR,2013,Kharif     ,Castor seed,31.0,10.0,area
177767,Tamil Nadu,ARIYALUR,2013,Kharif     ,Cotton(lint),8815.0,29867.0,area
177768,Tamil Nadu,ARIYALUR,2013,Kharif     ,Groundnut,6436.0,21168.0,area
177770,Tamil Nadu,ARIYALUR,2013,Kharif     ,Jowar,809.0,1004.0,area
177771,Tamil Nadu,ARIYALUR,2013,Kharif     ,Maize,17153.0,91257.0,area
177772,Tamil Nadu,ARIYALUR,2013,Kharif     ,Moong(Green Gram),23.0,13.0,area
177773,Tamil Nadu,ARIYALUR,2013,Kharif     ,Onion,36.0,419.0,area
177774,Tamil Nadu,ARIYALUR,2013,Kharif     ,Ragi,38.0,104.0,area
177775,Tamil Nadu,ARIYALUR,2013,Kharif     ,Rice,24437.0,131658.0,area
177776,Tamil Nadu,ARIYALUR,2013,Kharif     ,Sunflower,76.0,137.0,area
177777,Tamil Nadu,ARIYALUR,2013,Kharif     ,Urad,1951.0,1639.0,area
177778,Tamil Nadu,ARIYALUR,2013,Rabi       ,Bajra,95.0,190.0,area
177779,Tamil Nadu,ARIYALUR,2013,Rabi       ,Cotton(lint),303.0,727.0,area
177780,Tamil Nadu,ARIYALUR,2013,Rabi       ,Groundnut,3571.0,21760.0,area
177781,Tamil Nadu,ARIYALUR,2013,Rabi       ,Horse-gram,1.0,1.0,area
177782,Tamil Nadu,ARIYALUR,2013,Rabi       ,Jowar,63.0,136.0,area
177783,Tamil Nadu,ARIYALUR,2013,Rabi       ,Maize,615.0,3076.0,area
177784,Tamil Nadu,ARIYALUR,2013,Rabi       ,Onion,7.0,59.0,area
177785,Tamil Nadu,ARIYALUR,2013,Rabi       ,Ragi,11.0,44.0,area
177786,Tamil Nadu,ARIYALUR,2013,Rabi       ,Sunflower,1.0,1.0,area
177787,Tamil Nadu,ARIYALUR,2013,Rabi       ,Urad,1485.0,1267.0,area
177788,Tamil Nadu,ARIYALUR,2013,Whole Year ,Arhar/Tur,236.0,228.0,area
177789,Tamil Nadu,ARIYALUR,2013,Whole Year ,Banana,131.0,5441.0,area
177790,Tamil Nadu,ARIYALUR,2013,Whole Year ,Cashewnut,30152.0,6600.0,area
177791,Tamil Nadu,ARIYALUR,2013,Whole Year ,Coconut ,331.0,1700000.0,area
177792,Tamil Nadu,ARIYALUR,2013,Whole Year ,Coriander,14.0,5.0,area
177793,Tamil Nadu,ARIYALUR,2013,Whole Year ,Dry chillies,212.0,58.0,area
177794,Tamil Nadu,ARIYALUR,2013,Whole Year ,Small millets,187.0,491.0,area
177795,Tamil Nadu,ARIYALUR,2013,Whole Year ,Sugarcane,9875.0,1112304.0,area
177796,Tamil Nadu,ARIYALUR,2013,Whole Year ,Tapioca,189.0,5655.0,area
177797,Tamil Nadu,ARIYALUR,2013,Whole Year ,Turmeric,61.0,224.0,area
177798,Tamil Nadu,COIMBATORE,1997,Kharif     ,Banana,5619.0,183740.0,area
177799,Tamil Nadu,COIMBATORE,1997,Kharif     ,Horse-gram,6849.0,3040.0,area
177800,Tamil Nadu,COIMBATORE,1997,Kharif     ,Onion,2813.0,37188.0,area
177801,Tamil Nadu,COIMBATORE,1997,Kharif     ,Sesamum,1598.0,580.0,area
177802,Tamil Nadu,COIMBATORE,1997,Kharif     ,Small millets,63.0,50.0,area
177803,Tamil Nadu,COIMBATORE,1997,Kharif     ,Tobacco,936.0,1620.0,area
177804,Tamil Nadu,COIMBATORE,1997,Whole Year ,Arhar/Tur,1393.0,700.0,area
177805,Tamil Nadu,COIMBATORE,1997,Whole Year ,Bajra,518.0,910.0,area
177806,Tamil Nadu,COIMBATORE,1997,Whole Year ,Banana,7269.0,285930.0,area
177807,Tamil Nadu,COIMBATORE,1997,Whole Year ,Black pepper,131.0,30.0,area
177808,Tamil Nadu,COIMBATORE,1997,Whole Year ,Cardamom,834.0,70.0,area
177809,Tamil Nadu,COIMBATORE,1997,Whole Year ,Cashewnut,63.0,40.0,area
177810,Tamil Nadu,COIMBATORE,1997,Whole Year ,Castor seed,199.0,70.0,area
177811,Tamil Nadu,COIMBATORE,1997,Whole Year ,Coriander,709.0,130.0,area
177812,Tamil Nadu,COIMBATORE,1997,Whole Year ,Cotton(lint),16858.0,30610.0,area
177813,Tamil Nadu,COIMBATORE,1997,Whole Year ,Dry chillies,2350.0,1430.0,area
177814,Tamil Nadu,COIMBATORE,1997,Whole Year ,Gram,4481.0,3320.0,area
177815,Tamil Nadu,COIMBATORE,1997,Whole Year ,Groundnut,33861.0,43150.0,area
177816,Tamil Nadu,COIMBATORE,1997,Whole Year ,Jowar,89773.0,65140.0,area
177817,Tamil Nadu,COIMBATORE,1997,Whole Year ,Maize,15763.0,17720.0,area
177818,Tamil Nadu,COIMBATORE,1997,Whole Year ,Moong(Green Gram),4526.0,1480.0,area
177819,Tamil Nadu,COIMBATORE,1997,Whole Year ,Onion,1680.0,20960.0,area
177820,Tamil Nadu,COIMBATORE,1997,Whole Year ,Pulses total,34941.0,13110.0,area
177821,Tamil Nadu,COIMBATORE,1997,Whole Year ,Ragi,401.0,800.0,area
177822,Tamil Nadu,COIMBATORE,1997,Whole Year ,Rice,18703.0,57670.0,area
177823,Tamil Nadu,COIMBATORE,1997,Whole Year ,Sugarcane,10756.0,12272000.0,area
177824,Tamil Nadu,COIMBATORE,1997,Whole Year ,Sunflower,457.0,460.0,area
177825,Tamil Nadu,COIMBATORE,1997,Whole Year ,Tapioca,1320.0,49510.0,area
177826,Tamil Nadu,COIMBATORE,1997,Whole Year ,Tobacco,844.0,1250.0,area
177827,Tamil Nadu,COIMBATORE,1997,Whole Year ,Total foodgrain,160230.0,155430.0,area
177828,Tamil Nadu,COIMBATORE,1997,Whole Year ,Turmeric,2024.0,16960.0,area
177829,Tamil Nadu,COIMBATORE,1997,Whole Year ,Urad,3085.0,1440.0,area
177830,Tamil Nadu,COIMBATORE,1998,Kharif     ,Arhar/Tur,2312.0,1998.0,area
177831,Tamil Nadu,COIMBATORE,1998,Kharif     ,Bajra,244.0,511.0,area
177832,Tamil Nadu,COIMBATORE,1998,Kharif     ,Cotton(lint),15370.0,32294.0,area
177833,Tamil Nadu,COIMBATORE,1998,Kharif     ,Groundnut,39937.0,69248.0,area
177834,Tamil Nadu,COIMBATORE,1998,Kharif     ,Horse-gram,7231.0,3030.0,area
177835,Tamil Nadu,COIMBATORE,1998,Kharif     ,Jowar,88370.0,64470.0,area
177836,Tamil Nadu,COIMBATORE,1998,Kharif     ,Maize,18828.0,21163.0,area
177837,Tamil Nadu,COIMBATORE,1998,Kharif     ,Moong(Green Gram),7116.0,3899.0,area
177838,Tamil Nadu,COIMBATORE,1998,Kharif     ,Pulses total,43420.0,20310.0,area
177839,Tamil Nadu,COIMBATORE,1998,Kharif     ,Ragi,510.0,1271.0,area
177840,Tamil Nadu,COIMBATORE,1998,Kharif     ,Rice,15034.0,51575.0,area
177841,Tamil Nadu,COIMBATORE,1998,Kharif     ,Sesamum,1106.0,423.0,area
177842,Tamil Nadu,COIMBATORE,1998,Kharif     ,Small millets,4600.0,3400.0,area
177843,Tamil Nadu,COIMBATORE,1998,Kharif     ,Sunflower,191.0,197.0,area
177844,Tamil Nadu,COIMBATORE,1998,Kharif     ,Total foodgrain,167323.0,15962.0,area
177845,Tamil Nadu,COIMBATORE,1998,Kharif     ,Urad,10191.0,4983.0,area
177846,Tamil Nadu,COIMBATORE,1998,Rabi       ,Gram,4164.0,3981.0,area
177847,Tamil Nadu,COIMBATORE,1998,Rabi       ,Wheat,20.0,1.0,area
177848,Tamil Nadu,COIMBATORE,1998,Whole Year ,Banana,6189.0,243451.0,area
177849,Tamil Nadu,COIMBATORE,1998,Whole Year ,Black pepper,130.0,26.0,area
177850,Tamil Nadu,COIMBATORE,1998,Whole Year ,Cardamom,833.0,68.0,area
177851,Tamil Nadu,COIMBATORE,1998,Whole Year ,Castor seed,174.0,60.0,area
177852,Tamil Nadu,COIMBATORE,1998,Whole Year ,Coriander,822.0,150.0,area
177853,Tamil Nadu,COIMBATORE,1998,Whole Year ,Dry chillies,1980.0,1202.0,area
177854,Tamil Nadu,COIMBATORE,1998,Whole Year ,Onion,3093.0,38591.0,area
177855,Tamil Nadu,COIMBATORE,1998,Whole Year ,Sannhamp,1.0,1.0,area
177856,Tamil Nadu,COIMBATORE,1998,Whole Year ,Sugarcane,13193.0,1467460.0,area
177857,Tamil Nadu,COIMBATORE,1998,Whole Year ,Tapioca,1526.0,56679.0,area
177858,Tamil Nadu,COIMBATORE,1998,Whole Year ,Tobacco,461.0,687.0,area
177859,Tamil Nadu,COIMBATORE,1998,Whole Year ,Turmeric,2652.0,22221.0,area
177860,Tamil Nadu,COIMBATORE,1999,Kharif     ,Arhar/Tur,961.0,635.0,area
177861,Tamil Nadu,COIMBATORE,1999,Kharif     ,Bajra,670.0,1376.0,area
177862,Tamil Nadu,COIMBATORE,1999,Kharif     ,Castor seed,3771.0,1365.0,area
177863,Tamil Nadu,COIMBATORE,1999,Kharif     ,Cotton(lint),7627.0,12264.0,area
177864,Tamil Nadu,COIMBATORE,1999,Kharif     ,Groundnut,36123.0,55110.0,area
177865,Tamil Nadu,COIMBATORE,1999,Kharif     ,Horse-gram,7884.0,2985.0,area
177866,Tamil Nadu,COIMBATORE,1999,Kharif     ,Jowar,87539.0,43978.0,area
177867,Tamil Nadu,COIMBATORE,1999,Kharif     ,Korra,2.0,1.0,area
177868,Tamil Nadu,COIMBATORE,1999,Kharif     ,Maize,19841.0,22328.0,area
177869,Tamil Nadu,COIMBATORE,1999,Kharif     ,Moong(Green Gram),6400.0,3104.0,area
177870,Tamil Nadu,COIMBATORE,1999,Kharif     ,Ragi,419.0,449.0,area
177871,Tamil Nadu,COIMBATORE,1999,Kharif     ,Rice,16875.0,60494.0,area
177872,Tamil Nadu,COIMBATORE,1999,Kharif     ,Sesamum,1100.0,521.0,area
177873,Tamil Nadu,COIMBATORE,1999,Kharif     ,Sunflower,978.0,984.0,area
177874,Tamil Nadu,COIMBATORE,1999,Kharif     ,Urad,5178.0,2682.0,area
177875,Tamil Nadu,COIMBATORE,1999,Rabi       ,Gram,5030.0,3723.0,area
177876,Tamil Nadu,COIMBATORE,1999,Rabi       ,Samai,134.0,73.0,area
177877,Tamil Nadu,COIMBATORE,1999,Rabi       ,Wheat,9.0,4.0,area
177878,Tamil Nadu,COIMBATORE,1999,Whole Year ,Banana,5619.0,183740.0,area
177879,Tamil Nadu,COIMBATORE,1999,Whole Year ,Cashewnut,36.0,11.0,area
177880,Tamil Nadu,COIMBATORE,1999,Whole Year ,Coriander,324.0,59.0,area
177881,Tamil Nadu,COIMBATORE,1999,Whole Year ,Dry chillies,1418.0,1235.0,area
177882,Tamil Nadu,COIMBATORE,1999,Whole Year ,Guar seed,11939.0,118374.0,area
177883,Tamil Nadu,COIMBATORE,1999,Whole Year ,Onion,2813.0,37188.0,area
177884,Tamil Nadu,COIMBATORE,1999,Whole Year ,Sugarcane,11939.0,1195037.0,area
177885,Tamil Nadu,COIMBATORE,1999,Whole Year ,Sweet potato,2.0,24.0,area
177886,Tamil Nadu,COIMBATORE,1999,Whole Year ,Tapioca,834.0,29595.0,area
177887,Tamil Nadu,COIMBATORE,1999,Whole Year ,Tobacco,936.0,1620.0,area
177888,Tamil Nadu,COIMBATORE,1999,Whole Year ,Turmeric,3023.0,19346.0,area
177889,Tamil Nadu,COIMBATORE,2000,Kharif     ,Arhar/Tur,632.0,418.0,area
177890,Tamil Nadu,COIMBATORE,2000,Kharif     ,Bajra,307.0,479.0,area
177891,Tamil Nadu,COIMBATORE,2000,Kharif     ,Castor seed,242.0,88.0,area
177892,Tamil Nadu,COIMBATORE,2000,Kharif     ,Cotton(lint),6674.0,10987.0,area
177893,Tamil Nadu,COIMBATORE,2000,Kharif     ,Groundnut,20169.0,27436.0,area
177894,Tamil Nadu,COIMBATORE,2000,Kharif     ,Horse-gram,4859.0,1809.0,area
177895,Tamil Nadu,COIMBATORE,2000,Kharif     ,Jowar,74450.0,35650.0,area
177896,Tamil Nadu,COIMBATORE,2000,Kharif     ,Maize,18075.0,20341.0,area
177897,Tamil Nadu,COIMBATORE,2000,Kharif     ,Moong(Green Gram),5292.0,2397.0,area
177898,Tamil Nadu,COIMBATORE,2000,Kharif     ,Other Cereals & Millets,10.0,6.0,area
177899,Tamil Nadu,COIMBATORE,2000,Kharif     ,Other Kharif pulses,12066.0,2582.0,area
177900,Tamil Nadu,COIMBATORE,2000,Kharif     ,Ragi,295.0,305.0,area
177901,Tamil Nadu,COIMBATORE,2000,Kharif     ,Rice,12170.0,47066.0,area
177902,Tamil Nadu,COIMBATORE,2000,Kharif     ,Sesamum,800.0,382.0,area
177903,Tamil Nadu,COIMBATORE,2000,Kharif     ,Sunflower,145.0,153.0,area
177904,Tamil Nadu,COIMBATORE,2000,Kharif     ,Urad,3716.0,1925.0,area
177905,Tamil Nadu,COIMBATORE,2000,Rabi       ,Gram,2297.0,1700.0,area
177906,Tamil Nadu,COIMBATORE,2000,Rabi       ,Rapeseed &Mustard,6.0,1.0,area
177907,Tamil Nadu,COIMBATORE,2000,Rabi       ,Wheat,8.0,4.0,area
177908,Tamil Nadu,COIMBATORE,2000,Whole Year ,Banana,7050.0,230533.0,area
177910,Tamil Nadu,COIMBATORE,2000,Whole Year ,Cashewnut,43.0,17.0,area
177911,Tamil Nadu,COIMBATORE,2000,Whole Year ,Coriander,294.0,53.0,area
177912,Tamil Nadu,COIMBATORE,2000,Whole Year ,Dry chillies,1716.0,1653.0,area
177913,Tamil Nadu,COIMBATORE,2000,Whole Year ,Onion,4450.0,58829.0,area
177914,Tamil Nadu,COIMBATORE,2000,Whole Year ,Sannhamp,5.0,4.0,area
177915,Tamil Nadu,COIMBATORE,2000,Whole Year ,Sugarcane,11167.0,1117764.0,area
177916,Tamil Nadu,COIMBATORE,2000,Whole Year ,Tapioca,1236.0,43860.0,area
177917,Tamil Nadu,COIMBATORE,2000,Whole Year ,Tobacco,601.0,1040.0,area
177918,Tamil Nadu,COIMBATORE,2000,Whole Year ,Turmeric,4178.0,26062.0,area
177919,Tamil Nadu,COIMBATORE,2001,Kharif     ,Arhar/Tur,563.0,370.0,area
177920,Tamil Nadu,COIMBATORE,2001,Kharif     ,Bajra,236.0,450.0,area
177921,Tamil Nadu,COIMBATORE,2001,Kharif     ,Cotton(lint),10220.0,14650.0,area
177922,Tamil Nadu,COIMBATORE,2001,Kharif     ,Groundnut,19152.0,29100.0,area
177923,Tamil Nadu,COIMBATORE,2001,Kharif     ,Jowar,75752.0,29680.0,area
177924,Tamil Nadu,COIMBATORE,2001,Kharif     ,Moong(Green Gram),4420.0,1260.0,area
177925,Tamil Nadu,COIMBATORE,2001,Kharif     ,Ragi,233.0,420.0,area
177926,Tamil Nadu,COIMBATORE,2001,Kharif     ,Rice,10548.0,37200.0,area
177927,Tamil Nadu,COIMBATORE,2001,Kharif     ,Sesamum,914.0,460.0,area
177928,Tamil Nadu,COIMBATORE,2001,Kharif     ,Sunflower,45.0,60.0,area
177929,Tamil Nadu,COIMBATORE,2001,Kharif     ,Urad,1839.0,720.0,area
177930,Tamil Nadu,COIMBATORE,2001,Whole Year ,Sugarcane,13438.0,1496800.0,area
177931,Tamil Nadu,COIMBATORE,2002,Kharif     ,Arhar/Tur,468.0,255.0,area
177932,Tamil Nadu,COIMBATORE,2002,Kharif     ,Bajra,624.0,684.0,area
177933,Tamil Nadu,COIMBATORE,2002,Kharif     ,Castor seed,168.0,62.0,area
177934,Tamil Nadu,COIMBATORE,2002,Kharif     ,Cotton(lint),5103.0,3024.0,area
177935,Tamil Nadu,COIMBATORE,2002,Kharif     ,Groundnut,13131.0,12376.0,area
177936,Tamil Nadu,COIMBATORE,2002,Kharif     ,Horse-gram,5794.0,1171.0,area
177937,Tamil Nadu,COIMBATORE,2002,Kharif     ,Jowar,80595.0,23240.0,area
177938,Tamil Nadu,COIMBATORE,2002,Kharif     ,Korra,1.0,1.0,area
177939,Tamil Nadu,COIMBATORE,2002,Kharif     ,Maize,18242.0,20520.0,area
177940,Tamil Nadu,COIMBATORE,2002,Kharif     ,Moong(Green Gram),4238.0,699.0,area
177941,Tamil Nadu,COIMBATORE,2002,Kharif     ,Other Kharif pulses,12702.0,2721.0,area
177942,Tamil Nadu,COIMBATORE,2002,Kharif     ,Ragi,198.0,264.0,area
177943,Tamil Nadu,COIMBATORE,2002,Kharif     ,Rice,6577.0,22152.0,area
177944,Tamil Nadu,COIMBATORE,2002,Kharif     ,Samai,24.0,17.0,area
177945,Tamil Nadu,COIMBATORE,2002,Kharif     ,Sesamum,525.0,177.0,area
177946,Tamil Nadu,COIMBATORE,2002,Kharif     ,Sunflower,10.0,12.0,area
177947,Tamil Nadu,COIMBATORE,2002,Kharif     ,Urad,2083.0,831.0,area
177948,Tamil Nadu,COIMBATORE,2002,Kharif     ,Varagu,1.0,1.0,area
177949,Tamil Nadu,COIMBATORE,2002,Rabi       ,Gram,4113.0,3046.0,area
177950,Tamil Nadu,COIMBATORE,2002,Rabi       ,Wheat,6.0,0.0,area
177952,Tamil Nadu,COIMBATORE,2002,Whole Year ,Ash Gourd,67.0,0.0,area
177953,Tamil Nadu,COIMBATORE,2002,Whole Year ,Banana,6499.0,212533.0,area
177954,Tamil Nadu,COIMBATORE,2002,Whole Year ,Beans & Mutter(Vegetable),2.0,0.0,area
177955,Tamil Nadu,COIMBATORE,2002,Whole Year ,Beet Root,265.0,0.0,area
177956,Tamil Nadu,COIMBATORE,2002,Whole Year ,Bhindi,392.0,5017.0,area
177957,Tamil Nadu,COIMBATORE,2002,Whole Year ,Bitter Gourd,182.0,0.0,area
177958,Tamil Nadu,COIMBATORE,2002,Whole Year ,Bottle Gourd,12.0,0.0,area
177959,Tamil Nadu,COIMBATORE,2002,Whole Year ,Brinjal,621.0,6413.0,area
177960,Tamil Nadu,COIMBATORE,2002,Whole Year ,Cashewnut,243.0,73.0,area
177961,Tamil Nadu,COIMBATORE,2002,Whole Year ,Cauliflower,59.0,0.0,area
177962,Tamil Nadu,COIMBATORE,2002,Whole Year ,Citrus Fruit,56.0,62.0,area
177963,Tamil Nadu,COIMBATORE,2002,Whole Year ,Coconut ,99250.0,630000.0,area
177964,Tamil Nadu,COIMBATORE,2002,Whole Year ,Coriander,680.0,323.0,area
177965,Tamil Nadu,COIMBATORE,2002,Whole Year ,Cucumber,33.0,0.0,area
177966,Tamil Nadu,COIMBATORE,2002,Whole Year ,Drum Stick,45.0,0.0,area
177967,Tamil Nadu,COIMBATORE,2002,Whole Year ,Dry chillies,1265.0,654.0,area
177968,Tamil Nadu,COIMBATORE,2002,Whole Year ,Garlic,2.0,11.0,area
177969,Tamil Nadu,COIMBATORE,2002,Whole Year ,Grapes,368.0,6782.0,area
177970,Tamil Nadu,COIMBATORE,2002,Whole Year ,Jack Fruit,13.0,147.0,area
177971,Tamil Nadu,COIMBATORE,2002,Whole Year ,Lab-Lab,119.0,0.0,area
177972,Tamil Nadu,COIMBATORE,2002,Whole Year ,Mango,3848.0,28864.0,area
177973,Tamil Nadu,COIMBATORE,2002,Whole Year ,Onion,1970.0,26248.0,area
177974,Tamil Nadu,COIMBATORE,2002,Whole Year ,Orange,18.0,28.0,area
177975,Tamil Nadu,COIMBATORE,2002,Whole Year ,Other Citrus Fruit,162.0,0.0,area
177976,Tamil Nadu,COIMBATORE,2002,Whole Year ,Other Fresh Fruits,325.0,0.0,area
177977,Tamil Nadu,COIMBATORE,2002,Whole Year ,Other Vegetables,626.0,0.0,area
177978,Tamil Nadu,COIMBATORE,2002,Whole Year ,Papaya,149.0,0.0,area
177979,Tamil Nadu,COIMBATORE,2002,Whole Year ,Pome Fruit,172.0,900.0,area
177980,Tamil Nadu,COIMBATORE,2002,Whole Year ,Pome Granet,51.0,0.0,area
177981,Tamil Nadu,COIMBATORE,2002,Whole Year ,Redish,9.0,0.0,area
177982,Tamil Nadu,COIMBATORE,2002,Whole Year ,Ribed Guard,78.0,0.0,area
177983,Tamil Nadu,COIMBATORE,2002,Whole Year ,Snak Guard,85.0,0.0,area
177984,Tamil Nadu,COIMBATORE,2002,Whole Year ,Sugarcane,9623.0,830060.0,area
177985,Tamil Nadu,COIMBATORE,2002,Whole Year ,Tapioca,518.0,15576.0,area
177986,Tamil Nadu,COIMBATORE,2002,Whole Year ,Tomato,4409.0,56986.0,area
177987,Tamil Nadu,COIMBATORE,2002,Whole Year ,Turmeric,1453.0,7620.0,area
177988,Tamil Nadu,COIMBATORE,2002,Whole Year ,Water Melon,32.0,0.0,area
177989,Tamil Nadu,COIMBATORE,2002,Whole Year ,Yam,5.0,0.0,area
